timestamp,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence
27104,0.56954,0.14143,-0.53178,0.99976,0.58338,0.10216,-0.49142,0.99964,0.59064,0.10245,-0.49141,0.9996,0.59828,0.10298,-0.49137,0.99965,0.55444,0.10122,-0.5039,0.99967,0.54358,0.10167,-0.50391,0.99959,0.53361,0.10226,-0.50417,0.99958,0.60634,0.12133,-0.24238,0.99952,0.51963,0.119,-0.30007,0.99956,0.58284,0.18757,-0.43925,0.9999,0.549,0.18791,-0.45592,0.9999,0.65537,0.34544,-0.07216,0.99993,0.45326,0.3513,-0.11199,0.99972,0.77944,0.51252,-0.23917,0.99695,0.43548,0.65596,0.12294,0.9568,0.81732,0.25155,-0.61624,0.99531,0.4485,0.87196,0.20844,0.79144,0.83779,0.1754,-0.68565,0.98405,0.43709,0.96375,0.23154,0.68452,0.82112,0.14327,-0.67304,0.98377,0.45286,0.95519,0.17403,0.70846,0.81095,0.16411,-0.62433,0.98344,0.45888,0.92881,0.19257,0.74979,0.63456,0.92847,-0.00178,0.97892,0.4978,0.93753,0.00402,0.97185,0.64785,1.36113,0.07058,0.11947,0.5026,1.35419,0.0901,0.11453,0.63662,1.73139,0.44287,0.00875,0.50238,1.73031,0.41395,0.00849,0.63612,1.78733,0.46962,0.01,0.49737,1.792,0.43669,0.00853,0.62515,1.87027,0.23625,0.00739,0.52994,1.85955,0.14418,0.00612
27137,0.56856,0.1415,-0.52498,0.99978,0.58193,0.10253,-0.48621,0.99967,0.58873,0.10288,-0.48618,0.99963,0.5962,0.10339,-0.48613,0.99967,0.5529,0.10154,-0.49897,0.9997,0.54222,0.10209,-0.49896,0.99962,0.5325,0.10274,-0.49924,0.99961,0.60458,0.12154,-0.24097,0.99956,0.51907,0.11942,-0.29931,0.9996,0.58238,0.18755,-0.43312,0.9999,0.5487,0.18782,-0.44984,0.99991,0.65549,0.34545,-0.04982,0.99993,0.45275,0.35134,-0.13409,0.99972,0.77614,0.51468,-0.19939,0.99651,0.43507,0.65735,0.1081,0.95629,0.83565,0.28991,-0.56414,0.99516,0.45353,0.87671,0.12689,0.78411,0.8608,0.22005,-0.63139,0.98314,0.44824,0.96485,0.13373,0.67467,0.8478,0.1908,-0.62682,0.9827,0.46412,0.96009,0.07762,0.69928,0.83651,0.20678,-0.57537,0.98268,0.46748,0.93066,0.10904,0.74252,0.63452,0.9291,0.00198,0.97789,0.4962,0.93884,0.00055,0.97081,0.64624,1.3615,0.0751,0.10863,0.50054,1.35571,0.0383,0.10449,0.63195,1.73496,0.4429,0.00791,0.4947,1.7334,0.31495,0.00769,0.63209,1.7908,0.46777,0.00906,0.48892,1.79305,0.33182,0.00777,0.61628,1.87324,0.22246,0.00672,0.51924,1.86501,0.03237,0.0056
27169,0.56763,0.1415,-0.51234,0.9998,0.58078,0.10255,-0.47413,0.9997,0.58739,0.10291,-0.47411,0.99967,0.59482,0.10341,-0.47403,0.9997,0.5516,0.10156,-0.48682,0.99972,0.54099,0.10214,-0.48681,0.99965,0.5313,0.10283,-0.48708,0.99964,0.60357,0.12156,-0.23545,0.9996,0.51841,0.11957,-0.29381,0.99964,0.58188,0.18753,-0.4232,0.99991,0.54831,0.18769,-0.43973,0.99992,0.65559,0.34559,-0.04098,0.99993,0.45171,0.35176,-0.14148,0.99972,0.7719,0.53197,-0.16438,0.99636,0.43471,0.66318,0.06881,0.95626,0.84945,0.29898,-0.53778,0.99544,0.44692,0.88298,0.0979,0.78861,0.88435,0.24795,-0.60464,0.98398,0.44461,0.97179,0.12225,0.68164,0.86998,0.22232,-0.60598,0.98354,0.45563,0.96725,0.0474,0.70678,0.85749,0.23708,-0.55009,0.9836,0.46381,0.93178,0.07541,0.75008,0.63447,0.92945,0.00737,0.97666,0.49544,0.94026,-0.00469,0.96908,0.64617,1.36419,0.07604,0.0985,0.50073,1.36269,0.03909,0.095,0.63151,1.74126,0.44022,0.00714,0.49469,1.74086,0.31024,0.00695,0.63184,1.79781,0.46359,0.00819,0.48852,1.79896,0.32689,0.00705,0.61654,1.87722,0.22054,0.0061,0.51921,1.87338,0.03825,0.0051
27201,0.56716,0.14155,-0.50563,0.99982,0.57985,0.10273,-0.46962,0.99972,0.58624,0.10315,-0.46955,0.9997,0.59355,0.10369,-0.46944,0.99973,0.55117,0.10167,-0.48264,0.99975,0.54056,0.10227,-0.48261,0.99969,0.53101,0.10302,-0.48284,0.99967,0.60259,0.12165,-0.24432,0.99963,0.51803,0.11979,-0.30652,0.99967,0.58137,0.18753,-0.42046,0.99992,0.54816,0.18771,-0.4377,0.99992,0.65562,0.3455,-0.03916,0.99993,0.45099,0.35178,-0.17691,0.99973,0.75484,0.54981,-0.03408,0.99565,0.43362,0.66646,0.00752,0.95462,0.86273,0.35064,-0.26662,0.99561,0.44233,0.89522,0.0668,0.7882,0.90244,0.30548,-0.31107,0.98453,0.44189,0.98327,0.09136,0.68353,0.89551,0.26375,-0.33062,0.98411,0.45186,0.98167,0.0169,0.70922,0.88083,0.27796,-0.28544,0.98431,0.4603,0.95012,0.04394,0.75392,0.63464,0.92944,0.02543,0.97358,0.49554,0.94127,-0.0229,0.96544,0.64612,1.36214,0.10363,0.08905,0.50144,1.36499,0.02008,0.08625,0.63166,1.73706,0.47351,0.00644,0.49376,1.74162,0.29578,0.00628,0.63199,1.79513,0.49645,0.00739,0.4875,1.80001,0.31245,0.00638,0.61667,1.87299,0.267,0.00554,0.51951,1.87365,0.02725,0.00464
27233,0.56674,0.14154,-0.52394,0.99984,0.57908,0.10277,-0.48727,0.99974,0.58525,0.10321,-0.48718,0.99972,0.59247,0.10375,-0.48701,0.99975,0.55085,0.10171,-0.50148,0.99977,0.54018,0.10234,-0.5014,0.99971,0.53074,0.10318,-0.50161,0.9997,0.60146,0.12169,-0.26105,0.99966,0.51752,0.12015,-0.32984,0.9997,0.58092,0.18753,-0.43989,0.99992,0.54791,0.18769,-0.45912,0.99993,0.65539,0.3455,-0.05766,0.99993,0.44987,0.35345,-0.21381,0.99974,0.74138,0.56277,-0.01582,0.99517,0.43284,0.66887,-0.17134,0.95488,0.86817,0.41489,-0.22759,0.99582,0.44057,0.90443,-0.30463,0.79145,0.91728,0.39013,-0.27216,0.98518,0.4399,0.99436,-0.3255,0.68978,0.91293,0.35381,-0.30677,0.98479,0.45063,1.00145,-0.38909,0.71552,0.89112,0.35899,-0.25168,0.98512,0.45914,0.96393,-0.33088,0.76012,0.63471,0.9295,0.02442,0.96822,0.49562,0.94286,-0.02201,0.95719,0.64635,1.36181,0.10321,0.08036,0.50091,1.36541,0.03097,0.07791,0.63234,1.7345,0.47791,0.0058,0.49435,1.73942,0.31378,0.00566,0.63245,1.79279,0.50021,0.00667,0.48872,1.79717,0.33176,0.00575,0.61712,1.87045,0.2645,0.00501,0.5197,1.8716,0.04949,0.0042
27265,0.56646,0.14131,-0.52075,0.99985,0.57847,0.10277,-0.48425,0.99975,0.58452,0.10319,-0.48426,0.99973,0.59184,0.10369,-0.48414,0.99975,0.55077,0.10174,-0.49714,0.99978,0.54003,0.10236,-0.4972,0.99973,0.53065,0.1033,-0.49742,0.99971,0.60064,0.12142,-0.24176,0.99966,0.51729,0.12052,-0.3207,0.99972,0.58059,0.18727,-0.43667,0.99992,0.54785,0.18751,-0.45363,0.99993,0.65543,0.34551,-0.03335,0.99993,0.44986,0.35456,-0.21795,0.99974,0.72757,0.5735,0.05061,0.9948,0.43217,0.66993,-0.2872,0.95714,0.86725,0.49943,-0.151,0.996,0.43843,0.90517,-0.54529,0.80342,0.91961,0.47667,-0.19502,0.98584,0.43407,0.99709,-0.59194,0.70562,0.91852,0.44434,-0.2463,0.98556,0.44883,1.00141,-0.65916,0.73058,0.90081,0.44644,-0.18129,0.98596,0.45323,0.96374,-0.57686,0.77291,0.6347,0.93015,0.04339,0.96718,0.49575,0.944,-0.04135,0.95477,0.64333,1.36123,0.1085,0.07295,0.49925,1.36434,-0.04626,0.07124,0.63021,1.73316,0.44705,0.00525,0.49318,1.73817,0.18533,0.00514,0.63068,1.79037,0.46095,0.00604,0.48745,1.79514,0.19759,0.00523,0.6165,1.86941,0.22179,0.00456,0.51674,1.87179,-0.09191,0.00386
27297,0.56612,0.14129,-0.51421,0.99985,0.57789,0.10279,-0.47648,0.99976,0.58395,0.10321,-0.47649,0.99974,0.5913,0.10371,-0.47642,0.99975,0.55053,0.1018,-0.49092,0.99978,0.53972,0.10247,-0.4909,0.99973,0.53043,0.10352,-0.49113,0.99971,0.59983,0.12141,-0.23633,0.99966,0.51697,0.12135,-0.31318,0.99974,0.5802,0.18724,-0.4282,0.99991,0.54761,0.18744,-0.44634,0.99993,0.65505,0.34551,-0.03135,0.99993,0.44981,0.35855,-0.20555,0.99974,0.71502,0.58633,0.07938,0.99462,0.43185,0.67237,-0.29123,0.95988,0.86394,0.56718,-0.12726,0.9961,0.43545,0.90514,-0.62046,0.81609,0.91558,0.5635,-0.17548,0.98621,0.42873,0.99692,-0.68044,0.72253,0.91807,0.52623,-0.23905,0.98609,0.44731,1.00065,-0.75273,0.74651,0.89772,0.52435,-0.16219,0.98656,0.44962,0.96266,-0.6557,0.78603,0.63476,0.93036,0.03928,0.96761,0.49746,0.94443,-0.03731,0.95499,0.64154,1.36005,0.09574,0.06724,0.49964,1.36358,-0.03373,0.06587,0.62908,1.7258,0.39851,0.0048,0.49457,1.73767,0.17918,0.00474,0.63094,1.78913,0.41101,0.00557,0.48974,1.7937,0.18855,0.00488,0.6171,1.86891,0.16354,0.00423,0.51684,1.86977,-0.10458,0.00364
27329,0.56615,0.14141,-0.51887,0.99985,0.57766,0.10303,-0.48121,0.99976,0.5837,0.10346,-0.48129,0.99975,0.59101,0.10396,-0.48129,0.99976,0.5506,0.10218,-0.49567,0.99979,0.53975,0.10293,-0.49558,0.99974,0.5304,0.10413,-0.4958,0.99972,0.59869,0.12185,-0.23832,0.99967,0.51671,0.12283,-0.31079,0.99975,0.58004,0.18739,-0.42944,0.99991,0.54763,0.18746,-0.44803,0.99993,0.65386,0.34559,-0.04609,0.99993,0.44967,0.35966,-0.19691,0.99974,0.708,0.59575,0.08182,0.99432,0.431,0.67211,-0.3,0.96157,0.8558,0.61715,-0.11954,0.99628,0.43475,0.90181,-0.68795,0.82622,0.90618,0.63045,-0.16935,0.9869,0.42508,0.9907,-0.76005,0.73725,0.91075,0.60046,-0.24512,0.98688,0.44581,0.98522,-0.83064,0.7604,0.88902,0.58991,-0.15806,0.98737,0.44706,0.94716,-0.72497,0.79737,0.6348,0.92911,0.03026,0.96806,0.49829,0.9443,-0.02833,0.95495,0.64157,1.3537,0.09585,0.06139,0.49991,1.36338,0.05463,0.06009,0.63224,1.72405,0.41451,0.00436,0.49831,1.73759,0.31491,0.00432,0.63428,1.78131,0.43141,0.00507,0.49478,1.79279,0.33018,0.00447,0.61934,1.86198,0.18878,0.00388,0.52047,1.86835,0.03384,0.00335
27361,0.56648,0.14103,-0.53978,0.99985,0.57766,0.10278,-0.49866,0.99977,0.58377,0.10319,-0.49886,0.99975,0.59106,0.1036,-0.49893,0.99976,0.55089,0.10195,-0.51588,0.99979,0.53992,0.10269,-0.5158,0.99974,0.53043,0.10393,-0.51607,0.99972,0.59787,0.12106,-0.23996,0.99967,0.51622,0.12264,-0.32005,0.99975,0.58,0.18729,-0.44258,0.99991,0.54775,0.18718,-0.46502,0.99992,0.6517,0.34525,-0.04654,0.99993,0.4493,0.3597,-0.20236,0.9997,0.69928,0.6064,0.10147,0.99261,0.43103,0.6694,-0.34044,0.96158,0.8502,0.67269,-0.11208,0.99579,0.43145,0.88445,-0.76305,0.82761,0.89728,0.69221,-0.16217,0.98621,0.42307,0.96308,-0.84719,0.7405,0.90264,0.67248,-0.24753,0.9865,0.44477,0.97084,-0.91615,0.76417,0.88183,0.66779,-0.15463,0.98704,0.44458,0.9345,-0.80096,0.79955,0.63437,0.92806,0.02918,0.9683,0.49875,0.94413,-0.02738,0.95478,0.64126,1.34452,0.0968,0.05811,0.50073,1.36322,0.06571,0.05588,0.63478,1.71483,0.42812,0.0041,0.50421,1.73734,0.35432,0.00409,0.63683,1.76567,0.4438,0.00481,0.50143,1.79072,0.37179,0.00436,0.62242,1.84856,0.19867,0.00369,0.52459,1.86434,0.06525,0.00326
27393,0.56652,0.14071,-0.47684,0.99986,0.57755,0.10263,-0.44296,0.99978,0.58381,0.10299,-0.44312,0.99976,0.5911,0.10335,-0.44319,0.99977,0.55094,0.10192,-0.45683,0.99979,0.53995,0.10269,-0.4567,0.99975,0.53036,0.10394,-0.45693,0.99973,0.59784,0.12092,-0.21488,0.99969,0.51558,0.12278,-0.28408,0.99976,0.57992,0.18716,-0.39145,0.99991,0.54777,0.18704,-0.40991,0.99992,0.65172,0.34543,-0.04371,0.99993,0.44846,0.35968,-0.19772,0.99971,0.69312,0.61232,0.09335,0.99147,0.43061,0.66926,-0.30272,0.96306,0.84826,0.7102,-0.10633,0.99569,0.43096,0.88523,-0.64118,0.83696,0.88865,0.74571,-0.15479,0.98654,0.42374,0.96588,-0.7106,0.75554,0.889,0.73573,-0.23561,0.98693,0.44464,0.9717,-0.77696,0.77828,0.87112,0.72653,-0.14572,0.9875,0.44481,0.93581,-0.67538,0.8113,0.63436,0.92803,0.03586,0.96901,0.49895,0.94403,-0.03425,0.95606,0.64017,1.341,0.10054,0.0547,0.50492,1.36354,0.06244,0.05287,0.63488,1.70862,0.40769,0.00389,0.51079,1.7348,0.27921,0.00389,0.63682,1.75685,0.42316,0.00458,0.50554,1.78118,0.29243,0.00419,0.62853,1.83453,0.20261,0.00357,0.5356,1.86222,0.02942,0.00313
27425,0.5669,0.14064,-0.48158,0.99986,0.57757,0.10264,-0.4512,0.99978,0.5839,0.10302,-0.45132,0.99976,0.59112,0.10344,-0.45138,0.99977,0.55133,0.10193,-0.47144,0.9998,0.54028,0.1027,-0.47129,0.99976,0.53039,0.10395,-0.47151,0.99974,0.59778,0.12107,-0.22396,0.99968,0.51518,0.12278,-0.31733,0.99977,0.57995,0.18707,-0.39431,0.9999,0.54793,0.18678,-0.42146,0.99992,0.6513,0.34473,-0.04025,0.99993,0.44772,0.36026,-0.24256,0.99973,0.68901,0.61363,0.14641,0.98963,0.43064,0.67716,-0.32238,0.96451,0.82695,0.74957,-0.01353,0.99515,0.44368,0.89679,-0.60087,0.84429,0.86935,0.79984,-0.05208,0.98593,0.43175,0.98696,-0.66416,0.76642,0.87155,0.79487,-0.13259,0.98653,0.45454,0.98428,-0.73066,0.78831,0.85484,0.7803,-0.05171,0.9872,0.46262,0.95252,-0.63192,0.81877,0.63435,0.92788,0.05104,0.96892,0.49915,0.94401,-0.04962,0.9559,0.64019,1.34036,0.13453,0.05073,0.5088,1.36775,0.05881,0.04951,0.63575,1.70875,0.45117,0.00365,0.51271,1.73737,0.27989,0.00369,0.63702,1.75763,0.46832,0.00429,0.50578,1.78349,0.29509,0.00398,0.63646,1.83516,0.25661,0.00349,0.54351,1.86479,0.03644,0.00305
27457,0.56693,0.14025,-0.41776,0.99986,0.57748,0.10249,-0.38892,0.99978,0.58393,0.10287,-0.38902,0.99976,0.59115,0.10333,-0.38909,0.99977,0.55136,0.10169,-0.40582,0.9998,0.54032,0.10234,-0.40578,0.99977,0.53041,0.10333,-0.40601,0.99974,0.59779,0.12085,-0.18619,0.99969,0.51467,0.1217,-0.26782,0.99978,0.57965,0.18642,-0.33945,0.9999,0.54795,0.1862,-0.36175,0.99992,0.65089,0.34471,-0.01544,0.99992,0.44773,0.36062,-0.23086,0.99974,0.6859,0.61604,0.15747,0.98484,0.4318,0.67717,-0.28247,0.96333,0.79595,0.77247,0.03968,0.99263,0.44342,0.89706,-0.53569,0.84692,0.83493,0.82407,0.01041,0.98289,0.42854,0.98498,-0.59144,0.773,0.83786,0.82069,-0.06155,0.98401,0.45294,0.97921,-0.65564,0.79467,0.82431,0.80746,0.00688,0.98493,0.46229,0.95148,-0.56633,0.82308,0.63428,0.92704,0.05869,0.96913,0.49949,0.94315,-0.05752,0.95712,0.64095,1.33999,0.14031,0.05034,0.51929,1.36799,0.02364,0.05171,0.63749,1.70834,0.44643,0.00396,0.52053,1.73707,0.21623,0.00425,0.63744,1.75773,0.46226,0.00458,0.51115,1.78304,0.22806,0.00432,0.64762,1.83405,0.26562,0.00408,0.55343,1.86449,-0.01118,0.0035
27489,0.56696,0.13958,-0.41045,0.99986,0.57749,0.10217,-0.3799,0.99979,0.58412,0.10259,-0.37999,0.99977,0.59122,0.10314,-0.38003,0.99978,0.55152,0.1013,-0.3947,0.99981,0.54052,0.10192,-0.39467,0.99978,0.53042,0.10279,-0.39489,0.99975,0.59819,0.12083,-0.17566,0.9997,0.51446,0.12165,-0.24853,0.99979,0.57961,0.18606,-0.33257,0.9999,0.548,0.18588,-0.35235,0.99992,0.65069,0.34463,-0.0213,0.99993,0.44774,0.36062,-0.19935,0.99975,0.68502,0.62228,0.10657,0.98262,0.43121,0.67454,-0.2834,0.96281,0.77157,0.79289,-0.06043,0.99051,0.43913,0.88984,-0.58472,0.84745,0.80651,0.86044,-0.10239,0.97994,0.42552,0.96809,-0.64861,0.77585,0.80554,0.85821,-0.16792,0.9816,0.45268,0.9692,-0.71167,0.79764,0.79184,0.83723,-0.09202,0.98263,0.4583,0.93844,-0.6166,0.82473,0.63434,0.92313,0.05459,0.97023,0.50084,0.94132,-0.05337,0.95945,0.64174,1.33512,0.13858,0.05237,0.52525,1.36391,0.02369,0.05395,0.63786,1.70051,0.44634,0.00485,0.5233,1.7289,0.22051,0.00525,0.63744,1.75034,0.46197,0.00554,0.51411,1.77654,0.23147,0.00511,0.64827,1.82457,0.26927,0.00507,0.55247,1.85171,-0.01109,0.00412
27536,0.56704,0.13932,-0.40488,0.99986,0.5775,0.10208,-0.37743,0.99979,0.58422,0.10253,-0.3775,0.99978,0.59124,0.10311,-0.37751,0.99978,0.55177,0.10123,-0.38974,0.99981,0.54086,0.10187,-0.38969,0.99978,0.53055,0.10274,-0.3899,0.99976,0.59828,0.12083,-0.18581,0.9997,0.51441,0.12171,-0.25059,0.9998,0.5796,0.18574,-0.33366,0.9999,0.54833,0.18567,-0.35011,0.99993,0.6507,0.345,-0.03911,0.99992,0.44786,0.36175,-0.19882,0.99976,0.68341,0.62557,0.08926,0.97794,0.43038,0.67457,-0.27904,0.96428,0.75252,0.81617,-0.06688,0.98587,0.44739,0.89831,-0.47892,0.84943,0.78523,0.88959,-0.11018,0.97373,0.43991,0.97362,-0.53504,0.7782,0.77797,0.88495,-0.17284,0.97619,0.46365,0.97401,-0.59331,0.79971,0.76417,0.86179,-0.09647,0.97746,0.47259,0.943,-0.50565,0.82543,0.63436,0.92294,0.05289,0.97107,0.50203,0.94134,-0.05128,0.96183,0.64127,1.33063,0.13648,0.05807,0.5288,1.3638,0.02683,0.06803,0.63733,1.69089,0.44568,0.00639,0.52479,1.72742,0.23284,0.00747,0.63557,1.74236,0.46161,0.0067,0.51541,1.7758,0.24466,0.0065,0.64895,1.80966,0.27301,0.00667,0.55448,1.84871,-0.00217,0.00542
27569,0.56724,0.13927,-0.39249,0.99986,0.57753,0.10205,-0.36584,0.99979,0.58441,0.10251,-0.36589,0.99977,0.5913,0.10311,-0.36593,0.99977,0.55219,0.10117,-0.37904,0.99981,0.5414,0.10182,-0.37898,0.99978,0.53088,0.10263,-0.37919,0.99975,0.59831,0.12074,-0.18206,0.99969,0.51441,0.12165,-0.2463,0.9998,0.5796,0.18564,-0.32234,0.99989,0.54895,0.18558,-0.3396,0.99993,0.65073,0.3447,-0.04309,0.99992,0.44788,0.36225,-0.19435,0.99977,0.68131,0.62238,0.0822,0.97693,0.43039,0.67696,-0.24701,0.96512,0.73567,0.83643,-0.06249,0.98394,0.45446,0.9064,-0.43171,0.84873,0.76638,0.91242,-0.10524,0.97071,0.4504,0.98318,-0.48516,0.77724,0.75418,0.90944,-0.1655,0.97375,0.47125,0.98429,-0.54357,0.79947,0.73928,0.88719,-0.09007,0.97494,0.47762,0.95285,-0.45779,0.82375,0.63484,0.92272,0.04728,0.97089,0.50321,0.94133,-0.04607,0.96241,0.64123,1.33078,0.12683,0.05851,0.52825,1.36372,0.04297,0.06714,0.63732,1.69203,0.43299,0.00668,0.52493,1.72668,0.24572,0.00757,0.63556,1.74384,0.45131,0.00677,0.51648,1.77547,0.25746,0.0066,0.64752,1.81137,0.26887,0.00708,0.55272,1.8478,0.02536,0.0055
27632,0.56736,0.13926,-0.35288,0.99984,0.57754,0.10206,-0.32789,0.99976,0.5845,0.10255,-0.32799,0.99975,0.59132,0.10319,-0.32804,0.99974,0.55238,0.10117,-0.33981,0.99979,0.54172,0.10181,-0.33976,0.99976,0.53108,0.1026,-0.33997,0.99973,0.59834,0.12074,-0.16045,0.99963,0.51445,0.12163,-0.21908,0.99979,0.5796,0.18554,-0.28865,0.99988,0.54923,0.1855,-0.30448,0.99992,0.6516,0.34509,-0.04313,0.99991,0.44822,0.36288,-0.18293,0.99976,0.67721,0.62204,0.07415,0.97113,0.43122,0.68007,-0.21755,0.96551,0.71597,0.85,-0.05754,0.97593,0.46144,0.91671,-0.34298,0.83413,0.73972,0.92674,-0.10074,0.96031,0.45955,0.99657,-0.38675,0.75965,0.72255,0.92328,-0.15338,0.96466,0.4795,0.99542,-0.43758,0.78282,0.71043,0.90057,-0.0818,0.96625,0.48604,0.95993,-0.36454,0.80811,0.6354,0.92374,0.04469,0.97139,0.50493,0.94449,-0.04377,0.96419,0.64125,1.33102,0.12408,0.07896,0.53413,1.36324,0.0386,0.0865,0.63859,1.69132,0.40633,0.01109,0.53001,1.723,0.21009,0.01157,0.63662,1.74166,0.4242,0.01071,0.52175,1.77121,0.22002,0.00933,0.64874,1.81351,0.26397,0.00971,0.55363,1.8461,-0.00229,0.00735
27696,0.56757,0.13947,-0.35835,0.99982,0.5776,0.10215,-0.3302,0.99973,0.58469,0.10267,-0.33031,0.99971,0.59139,0.10336,-0.33031,0.9997,0.55273,0.10121,-0.34368,0.99976,0.54223,0.10185,-0.34363,0.99974,0.53142,0.10263,-0.34385,0.99971,0.59836,0.12085,-0.15237,0.99956,0.51445,0.12169,-0.21632,0.99979,0.57962,0.1856,-0.29072,0.99986,0.54967,0.18551,-0.30829,0.99991,0.65162,0.34519,-0.02988,0.9999,0.44822,0.36241,-0.18384,0.99976,0.67601,0.62076,0.07229,0.96728,0.43262,0.68244,-0.21907,0.96739,0.70076,0.84952,-0.07118,0.97053,0.46715,0.93287,-0.36642,0.83629,0.71522,0.92688,-0.11796,0.95317,0.46201,1.02228,-0.41668,0.76123,0.69712,0.91802,-0.17112,0.95838,0.48315,1.02413,-0.46917,0.78432,0.68833,0.8947,-0.09624,0.95979,0.49053,0.98372,-0.38856,0.80868,0.63532,0.92374,0.04891,0.97214,0.50496,0.94455,-0.04802,0.96614,0.63923,1.3307,0.12407,0.09818,0.53417,1.36199,0.00868,0.10944,0.63799,1.68779,0.40574,0.01486,0.53017,1.71978,0.17126,0.01506,0.63551,1.73882,0.4229,0.01403,0.52066,1.76861,0.18028,0.01209,0.64954,1.8084,0.26088,0.01152,0.56022,1.84339,-0.04793,0.00905
27729,0.56778,0.13988,-0.36303,0.99979,0.57766,0.1024,-0.33548,0.99968,0.58485,0.10306,-0.33559,0.99966,0.59144,0.10384,-0.3356,0.99964,0.55301,0.10134,-0.34893,0.99972,0.54261,0.102,-0.34889,0.99971,0.53175,0.10275,-0.34913,0.99967,0.59837,0.12128,-0.15799,0.99946,0.51447,0.1219,-0.22223,0.99976,0.57963,0.18581,-0.29581,0.99984,0.55014,0.18562,-0.31328,0.99991,0.65162,0.3448,-0.03187,0.99989,0.44823,0.36179,-0.18428,0.99976,0.67791,0.61879,0.05449,0.96719,0.43304,0.68269,-0.21964,0.96956,0.69707,0.84319,-0.09032,0.97041,0.46734,0.9395,-0.37202,0.84365,0.70909,0.92211,-0.15225,0.95261,0.46255,1.02807,-0.42579,0.76997,0.69065,0.91436,-0.19748,0.95783,0.48454,1.03175,-0.47878,0.79232,0.68294,0.89086,-0.10981,0.959,0.49142,0.99373,-0.39401,0.81527,0.63513,0.9239,0.04804,0.9725,0.50494,0.94465,-0.04705,0.9675,0.63658,1.32963,0.11859,0.1142,0.53273,1.3584,0.01113,0.12335,0.63705,1.68365,0.39372,0.01739,0.5297,1.71273,0.18452,0.0173,0.63446,1.73417,0.4106,0.01638,0.5201,1.76171,0.19452,0.01414,0.64889,1.80255,0.24692,0.01297,0.56009,1.83424,-0.03544,0.01016
