timestamp,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence
16993,0.62495,0.3072,-0.26635,0.99999,0.63047,0.2879,-0.24682,0.99999,0.63494,0.28861,-0.24691,0.99999,0.63889,0.28952,-0.24695,0.99999,0.61791,0.28722,-0.24857,0.99999,0.61278,0.28758,-0.24854,0.99999,0.60754,0.28842,-0.24857,0.99998,0.64384,0.30187,-0.1295,0.99998,0.60004,0.3012,-0.14063,0.99999,0.63132,0.33151,-0.22309,0.99999,0.61509,0.33128,-0.2258,1.0,0.67482,0.42976,-0.0616,0.99998,0.56334,0.42086,-0.08386,0.99995,0.68745,0.58061,-0.01114,0.99571,0.54276,0.59484,-0.08092,0.992,0.69866,0.71888,-0.14426,0.99716,0.5526,0.72194,-0.20896,0.97346,0.70428,0.76614,-0.18575,0.99206,0.55175,0.76987,-0.24947,0.94456,0.69396,0.75886,-0.22834,0.99273,0.56347,0.76252,-0.28197,0.9482,0.68983,0.74381,-0.16198,0.99128,0.56701,0.74932,-0.22452,0.94613,0.64837,0.73897,0.00744,0.9984,0.58386,0.73808,-0.00715,0.99844,0.64704,0.93825,0.03848,0.91097,0.57612,0.93154,0.03858,0.93327,0.64456,1.10052,0.28488,0.58629,0.5721,1.10784,0.22511,0.62257,0.63955,1.12175,0.30346,0.49581,0.57488,1.12927,0.23928,0.42243,0.65379,1.17098,0.20089,0.38806,0.56747,1.18054,0.11122,0.41126
17025,0.62554,0.30695,-0.26267,0.99999,0.631,0.28788,-0.24269,0.99999,0.63555,0.28858,-0.24278,0.99999,0.63949,0.28948,-0.24283,0.99998,0.6186,0.28719,-0.24432,0.99999,0.61348,0.28755,-0.2443,0.99998,0.60828,0.28834,-0.24434,0.99998,0.64454,0.30184,-0.12403,0.99998,0.6006,0.30108,-0.13454,0.99999,0.63179,0.33137,-0.21902,0.99999,0.61558,0.33122,-0.22158,1.0,0.67532,0.42966,-0.05781,0.99998,0.56422,0.42085,-0.07817,0.99994,0.6866,0.57909,-0.01112,0.99543,0.54288,0.59411,-0.07754,0.99192,0.69417,0.71318,-0.1422,0.99702,0.55302,0.72119,-0.20582,0.97308,0.6971,0.76127,-0.18656,0.99185,0.55237,0.76907,-0.2473,0.94412,0.6871,0.75286,-0.22396,0.99254,0.56406,0.76178,-0.27892,0.94784,0.68366,0.73797,-0.159,0.991,0.56765,0.74819,-0.22093,0.94575,0.64913,0.73834,0.00762,0.99845,0.5841,0.73691,-0.00734,0.99849,0.64707,0.93783,0.03321,0.91018,0.5767,0.93151,0.02588,0.92942,0.64636,1.10055,0.28863,0.58193,0.5721,1.10879,0.22321,0.61476,0.64147,1.12173,0.30874,0.48867,0.57483,1.13019,0.23831,0.40981,0.65502,1.17094,0.20366,0.38421,0.56855,1.18049,0.10668,0.40434
17057,0.62613,0.30686,-0.26553,0.99999,0.63166,0.28788,-0.24527,0.99999,0.63625,0.28858,-0.24537,0.99999,0.64014,0.28947,-0.24541,0.99998,0.6194,0.28717,-0.24735,0.99998,0.61429,0.28751,-0.24733,0.99998,0.60921,0.28823,-0.24737,0.99998,0.64539,0.30182,-0.12507,0.99998,0.60141,0.30093,-0.13766,0.99998,0.63227,0.33134,-0.22136,0.99999,0.61615,0.33121,-0.22451,0.99999,0.67598,0.42972,-0.05678,0.99998,0.56487,0.42089,-0.08212,0.99994,0.68645,0.57904,-0.00852,0.99524,0.5433,0.59349,-0.08115,0.99197,0.69051,0.71119,-0.13575,0.99695,0.55311,0.72051,-0.20784,0.97314,0.69048,0.75913,-0.18077,0.99179,0.55256,0.76862,-0.24761,0.94445,0.68145,0.74964,-0.21546,0.99249,0.56429,0.76137,-0.28008,0.94824,0.67921,0.73464,-0.15166,0.99089,0.56793,0.7476,-0.22296,0.94614,0.64948,0.73829,0.0097,0.99851,0.58414,0.73654,-0.00945,0.99855,0.64708,0.93781,0.03263,0.90734,0.57714,0.9316,0.01856,0.92333,0.64717,1.10042,0.30602,0.57004,0.57209,1.10945,0.22509,0.5994,0.64253,1.12079,0.3285,0.47585,0.57452,1.13025,0.24206,0.39154,0.65521,1.17074,0.22326,0.37485,0.57077,1.18092,0.10914,0.39129
17089,0.62661,0.30684,-0.26784,0.99999,0.6322,0.28788,-0.2477,0.99999,0.63681,0.28857,-0.24779,0.99998,0.64069,0.28946,-0.24784,0.99998,0.62006,0.28716,-0.24961,0.99998,0.61497,0.28749,-0.24958,0.99998,0.60998,0.28814,-0.24962,0.99998,0.64602,0.30182,-0.12752,0.99998,0.6021,0.3007,-0.13863,0.99998,0.63271,0.33134,-0.22359,0.99999,0.61667,0.33121,-0.22674,0.99999,0.67665,0.4307,-0.063,0.99998,0.56524,0.42056,-0.08147,0.99994,0.68727,0.58052,-0.01625,0.99511,0.54397,0.59179,-0.08259,0.99181,0.68844,0.71167,-0.13702,0.99684,0.55316,0.71964,-0.21526,0.97288,0.68721,0.75883,-0.18457,0.99165,0.55269,0.76803,-0.25909,0.94445,0.67878,0.74777,-0.218,0.99235,0.56434,0.76092,-0.29017,0.94826,0.67722,0.73262,-0.15561,0.99067,0.568,0.74707,-0.23046,0.94611,0.64948,0.73818,0.00811,0.99856,0.58408,0.73629,-0.00786,0.9986,0.647,0.93781,0.02147,0.90841,0.57718,0.93194,0.0194,0.92123,0.64715,1.10026,0.29847,0.571,0.57215,1.1094,0.22777,0.59905,0.64248,1.12035,0.31999,0.47583,0.57452,1.13045,0.24515,0.38794,0.65505,1.17045,0.21683,0.3764,0.57066,1.18085,0.11258,0.39128
17121,0.62696,0.30666,-0.26903,0.99999,0.63261,0.28784,-0.24905,0.99998,0.63724,0.28855,-0.24914,0.99998,0.64115,0.28944,-0.24919,0.99998,0.62055,0.28695,-0.25092,0.99998,0.61551,0.28718,-0.2509,0.99998,0.61058,0.28768,-0.25094,0.99998,0.6465,0.30181,-0.12835,0.99998,0.60256,0.30014,-0.13837,0.99998,0.63303,0.33132,-0.22472,0.99999,0.61695,0.33111,-0.22816,0.99999,0.67697,0.43172,-0.06422,0.99998,0.56524,0.42039,-0.08124,0.99993,0.68762,0.58118,-0.02022,0.99496,0.544,0.59082,-0.08375,0.99166,0.68583,0.71291,-0.14269,0.99672,0.5533,0.71965,-0.22675,0.9722,0.68359,0.75808,-0.19272,0.99147,0.55297,0.76789,-0.27156,0.94358,0.67561,0.74548,-0.22416,0.99218,0.56471,0.76059,-0.3002,0.94747,0.67457,0.7309,-0.15758,0.99041,0.56835,0.74676,-0.24103,0.94527,0.64954,0.73785,0.00813,0.9986,0.58391,0.73602,-0.00788,0.99864,0.64691,0.93828,0.01528,0.90874,0.57741,0.93303,0.01231,0.91901,0.64724,1.10016,0.29963,0.57192,0.57296,1.11108,0.22783,0.59874,0.64269,1.11979,0.32247,0.47533,0.57496,1.13195,0.24542,0.3819,0.65522,1.17043,0.21882,0.37937,0.57182,1.18251,0.11278,0.39193
17153,0.62739,0.30646,-0.27944,0.99999,0.63308,0.2878,-0.25833,0.99998,0.63771,0.28853,-0.25842,0.99998,0.6416,0.28942,-0.25847,0.99998,0.62103,0.28676,-0.2589,0.99998,0.61597,0.28688,-0.2589,0.99998,0.61104,0.28725,-0.25895,0.99998,0.64689,0.30181,-0.13613,0.99998,0.60293,0.29969,-0.14106,0.99998,0.63338,0.33131,-0.23498,0.99999,0.61718,0.33106,-0.2367,0.99999,0.67752,0.43219,-0.07457,0.99998,0.56521,0.42041,-0.08279,0.99993,0.68843,0.58304,-0.03097,0.99493,0.54401,0.58929,-0.0847,0.99142,0.68694,0.71001,-0.1602,0.99669,0.5536,0.71888,-0.2298,0.97168,0.68404,0.75566,-0.20927,0.99147,0.55328,0.76733,-0.274,0.9431,0.67569,0.74208,-0.24135,0.99218,0.56509,0.75923,-0.30302,0.94704,0.67469,0.72724,-0.17453,0.99035,0.56874,0.74449,-0.24412,0.94474,0.64987,0.73678,0.00711,0.99863,0.58377,0.73503,-0.00688,0.99867,0.64646,0.93857,0.00547,0.90869,0.57792,0.93323,0.00887,0.91595,0.64654,1.10006,0.29782,0.57121,0.57315,1.11167,0.22958,0.59679,0.64221,1.11932,0.32109,0.47448,0.57503,1.13248,0.24785,0.37612,0.6539,1.17042,0.21818,0.38132,0.57198,1.18301,0.11443,0.39128
17185,0.6276,0.30645,-0.28351,0.99999,0.63336,0.28781,-0.2629,0.99998,0.63798,0.28854,-0.26298,0.99998,0.6419,0.28944,-0.26301,0.99998,0.62124,0.28673,-0.26256,0.99998,0.61616,0.28679,-0.26256,0.99998,0.61122,0.28709,-0.2626,0.99998,0.64723,0.30186,-0.14347,0.99998,0.60315,0.29945,-0.14401,0.99998,0.63355,0.33132,-0.24007,0.99999,0.61726,0.33105,-0.24056,0.99999,0.67788,0.43233,-0.08325,0.99998,0.56517,0.42041,-0.08364,0.99993,0.68879,0.5827,-0.03848,0.99501,0.54404,0.58796,-0.08113,0.99136,0.68622,0.70646,-0.16534,0.99672,0.5536,0.71809,-0.22153,0.97172,0.68238,0.75314,-0.21301,0.9916,0.55331,0.76686,-0.26563,0.94351,0.67379,0.73863,-0.24479,0.99229,0.56509,0.75881,-0.2944,0.94739,0.67297,0.72318,-0.17939,0.99044,0.56874,0.7441,-0.23583,0.94509,0.6502,0.73588,0.00572,0.99867,0.58378,0.73463,-0.0055,0.99872,0.64628,0.93881,0.00531,0.91039,0.57857,0.93349,0.01051,0.91586,0.6462,1.09872,0.29649,0.5764,0.57394,1.11151,0.2296,0.60188,0.64182,1.11753,0.3184,0.47964,0.57594,1.1323,0.24782,0.37668,0.65385,1.16959,0.21597,0.38843,0.57193,1.18286,0.11526,0.39625
17217,0.62775,0.30638,-0.29088,0.99999,0.63357,0.28779,-0.27081,0.99998,0.6382,0.28853,-0.27089,0.99998,0.64215,0.28943,-0.27093,0.99998,0.62132,0.28669,-0.2701,0.99998,0.61619,0.28675,-0.27009,0.99998,0.61123,0.28705,-0.27013,0.99998,0.64747,0.30187,-0.15105,0.99998,0.60324,0.29941,-0.15031,0.99998,0.63376,0.33132,-0.24708,0.99999,0.6173,0.33106,-0.24692,0.99999,0.67831,0.43265,-0.08561,0.99998,0.56521,0.42028,-0.08394,0.99993,0.68954,0.58382,-0.03936,0.99513,0.54422,0.58632,-0.07926,0.99126,0.68526,0.70381,-0.16791,0.99674,0.55345,0.71682,-0.2188,0.97146,0.68131,0.75014,-0.21559,0.99168,0.55327,0.76627,-0.26278,0.94332,0.67239,0.73587,-0.2475,0.99236,0.56504,0.75843,-0.29247,0.9472,0.67132,0.72043,-0.18203,0.99048,0.56864,0.74354,-0.23337,0.94486,0.6502,0.73562,0.00581,0.99869,0.58361,0.73351,-0.00558,0.99874,0.64617,0.93934,0.00138,0.91039,0.57897,0.9335,0.00172,0.9145,0.64607,1.09895,0.28774,0.57552,0.57392,1.11191,0.22204,0.59916,0.64166,1.11768,0.31044,0.47898,0.57591,1.13283,0.23979,0.37162,0.65377,1.16998,0.20656,0.388,0.57185,1.18316,0.10743,0.39336
17249,0.62765,0.30637,-0.29524,0.99999,0.63356,0.28779,-0.27552,0.99998,0.63816,0.28853,-0.27559,0.99998,0.64212,0.28943,-0.27563,0.99998,0.62125,0.28671,-0.27456,0.99998,0.61612,0.28677,-0.27455,0.99998,0.61116,0.28711,-0.27458,0.99998,0.64748,0.30188,-0.1564,0.99998,0.60327,0.29942,-0.15488,0.99998,0.63376,0.33131,-0.25152,0.99999,0.61727,0.33106,-0.25096,0.99999,0.67856,0.43295,-0.09018,0.99998,0.56523,0.41951,-0.08403,0.99993,0.69065,0.58469,-0.04236,0.99531,0.54426,0.58614,-0.0745,0.99106,0.6844,0.7042,-0.16922,0.9968,0.55341,0.71667,-0.20947,0.97112,0.67961,0.74987,-0.21655,0.99184,0.55327,0.76606,-0.25177,0.94306,0.67047,0.73418,-0.24846,0.99249,0.56504,0.75841,-0.28296,0.9469,0.67012,0.71902,-0.18325,0.99059,0.56865,0.74357,-0.22446,0.94444,0.64991,0.73518,0.00532,0.99873,0.58304,0.73269,-0.0051,0.99878,0.64571,0.93946,-0.00438,0.91167,0.57903,0.93372,0.00113,0.91504,0.64525,1.09885,0.27694,0.58037,0.5742,1.11183,0.21886,0.60466,0.64081,1.11761,0.29928,0.48375,0.57625,1.13272,0.236,0.37355,0.65338,1.16983,0.19618,0.3934,0.57175,1.18308,0.10458,0.39842
17296,0.62726,0.30638,-0.30566,0.99999,0.63329,0.28779,-0.28633,0.99998,0.63743,0.28851,-0.2864,0.99998,0.64166,0.28939,-0.28644,0.99998,0.62077,0.28675,-0.28525,0.99998,0.61564,0.28685,-0.28524,0.99998,0.61074,0.28725,-0.28527,0.99998,0.64726,0.30184,-0.16793,0.99998,0.60326,0.29953,-0.16593,0.99998,0.63363,0.33131,-0.2621,0.99999,0.61705,0.33115,-0.26124,0.99999,0.67872,0.43293,-0.10259,0.99998,0.56522,0.41952,-0.0914,0.99993,0.69109,0.58441,-0.05888,0.99546,0.54426,0.58585,-0.07526,0.99079,0.68202,0.70214,-0.18962,0.99679,0.55341,0.71621,-0.20674,0.97056,0.67755,0.74689,-0.23799,0.99185,0.55327,0.76575,-0.24835,0.94243,0.66804,0.73211,-0.26955,0.99249,0.56504,0.75802,-0.27986,0.94622,0.66731,0.71717,-0.2036,0.99055,0.56863,0.74285,-0.22181,0.94366,0.64987,0.73464,0.00453,0.99876,0.58285,0.73199,-0.0043,0.99881,0.64557,0.93944,-0.00834,0.91333,0.57897,0.93406,0.0,0.91645,0.64517,1.09522,0.27595,0.58541,0.57418,1.10973,0.21934,0.61179,0.64073,1.11363,0.29853,0.48855,0.57631,1.13087,0.23645,0.37631,0.65339,1.16611,0.19593,0.39974,0.57064,1.18067,0.10578,0.40478
17329,0.62703,0.30625,-0.30893,0.99999,0.63322,0.28776,-0.28923,0.99998,0.63721,0.28849,-0.28931,0.99998,0.64155,0.28936,-0.28936,0.99998,0.62053,0.28667,-0.28851,0.99998,0.61538,0.28677,-0.28851,0.99998,0.61047,0.28719,-0.28854,0.99998,0.6472,0.30184,-0.16995,0.99998,0.6031,0.29938,-0.16934,0.99998,0.63354,0.33129,-0.26506,0.99999,0.61669,0.33114,-0.26456,0.99999,0.67869,0.4328,-0.10365,0.99998,0.56512,0.41927,-0.09479,0.99993,0.69127,0.58524,-0.05569,0.99554,0.54434,0.58578,-0.06838,0.99044,0.68044,0.70154,-0.18276,0.9967,0.55292,0.71568,-0.18615,0.96973,0.67605,0.74721,-0.2298,0.99168,0.55266,0.76574,-0.22583,0.94123,0.66645,0.73219,-0.26213,0.99231,0.56439,0.75808,-0.2596,0.94501,0.66528,0.71728,-0.19724,0.9903,0.56792,0.74305,-0.20194,0.9424,0.64913,0.73414,0.00368,0.99879,0.58132,0.73158,-0.00346,0.99885,0.64541,0.93944,-0.00936,0.91608,0.57849,0.93419,-0.00146,0.91859,0.64462,1.09342,0.27729,0.59323,0.57504,1.10873,0.22413,0.61963,0.64013,1.11156,0.29957,0.49271,0.57806,1.1299,0.24269,0.38093,0.65309,1.16557,0.19601,0.40857,0.57004,1.17946,0.11648,0.41388
17361,0.62536,0.30624,-0.30525,0.99999,0.6322,0.28776,-0.28549,0.99998,0.63584,0.28848,-0.28557,0.99998,0.63988,0.28935,-0.28561,0.99998,0.61907,0.28667,-0.28642,0.99998,0.6141,0.28679,-0.2864,0.99998,0.60964,0.28721,-0.28644,0.99998,0.64616,0.30179,-0.16509,0.99998,0.60267,0.29939,-0.16515,0.99998,0.63264,0.3313,-0.26086,0.99999,0.61538,0.33116,-0.26244,0.99999,0.67859,0.43319,-0.09775,0.99998,0.56467,0.41925,-0.09091,0.99993,0.69126,0.58495,-0.05165,0.9956,0.544,0.58614,-0.06333,0.99009,0.67875,0.70108,-0.17972,0.99662,0.55204,0.7157,-0.18644,0.96933,0.67461,0.74694,-0.22664,0.99154,0.55207,0.76576,-0.22725,0.94084,0.66486,0.73183,-0.25935,0.99215,0.56365,0.75829,-0.26012,0.94455,0.66366,0.71696,-0.19443,0.99008,0.5671,0.74373,-0.20211,0.94183,0.64832,0.73459,0.00277,0.99882,0.58005,0.7317,-0.00255,0.99887,0.64498,0.94047,-0.01797,0.91868,0.57655,0.93552,-0.0026,0.92062,0.64402,1.09346,0.27401,0.5999,0.57387,1.10856,0.22397,0.62925,0.63964,1.11166,0.29697,0.49637,0.57759,1.12987,0.24233,0.38696,0.65266,1.1655,0.194,0.41637,0.56545,1.17903,0.11591,0.42481
17393,0.62406,0.30625,-0.30199,0.99999,0.6315,0.28775,-0.28211,0.99998,0.635,0.28848,-0.28219,0.99998,0.63877,0.28934,-0.28223,0.99998,0.61776,0.28666,-0.28321,0.99998,0.61281,0.28678,-0.28319,0.99998,0.60866,0.28721,-0.28322,0.99997,0.64515,0.30168,-0.16234,0.99998,0.60191,0.29932,-0.16451,0.99997,0.63173,0.33133,-0.25768,0.99999,0.61407,0.33122,-0.25921,0.99999,0.67796,0.43311,-0.10215,0.99998,0.56364,0.41924,-0.08888,0.99992,0.69004,0.58475,-0.0604,0.99567,0.54356,0.58591,-0.05717,0.98951,0.67646,0.70152,-0.18641,0.9965,0.55071,0.71572,-0.1701,0.96814,0.67182,0.74727,-0.23394,0.99131,0.55091,0.7658,-0.20866,0.93898,0.66227,0.73191,-0.26535,0.99191,0.56256,0.75873,-0.24333,0.9427,0.66128,0.71704,-0.20062,0.98977,0.56565,0.74512,-0.18643,0.94007,0.64624,0.73467,-0.00147,0.99883,0.57825,0.73178,0.00168,0.99889,0.64438,0.94045,-0.0187,0.92112,0.573,0.9355,0.00671,0.92111,0.64387,1.09323,0.27158,0.60631,0.57125,1.10629,0.23754,0.63568,0.63964,1.11151,0.29443,0.4965,0.57593,1.12884,0.25569,0.39396,0.65139,1.16545,0.19147,0.42199,0.55783,1.17369,0.13099,0.43303
17425,0.62091,0.30643,-0.2975,0.99999,0.62851,0.28786,-0.27957,0.99998,0.63284,0.28857,-0.27966,0.99998,0.63608,0.28941,-0.2797,0.99998,0.61454,0.28682,-0.27795,0.99998,0.61018,0.28695,-0.27794,0.99998,0.60613,0.2874,-0.27798,0.99997,0.64309,0.30169,-0.16066,0.99998,0.60074,0.29952,-0.15716,0.99997,0.62952,0.33156,-0.25519,0.99999,0.61168,0.33145,-0.25307,0.99999,0.67727,0.43303,-0.10036,0.99998,0.56258,0.41917,-0.08197,0.99992,0.68887,0.58458,-0.06103,0.99574,0.54234,0.58586,-0.04543,0.98917,0.67427,0.70235,-0.18993,0.99641,0.54856,0.716,-0.15326,0.96731,0.66997,0.74863,-0.23792,0.99112,0.54894,0.76641,-0.19077,0.9376,0.6604,0.73367,-0.26922,0.99171,0.56014,0.76007,-0.22633,0.94136,0.65909,0.71862,-0.20414,0.98951,0.56274,0.74694,-0.16986,0.93882,0.64456,0.73468,-0.00255,0.99885,0.57636,0.73179,0.00277,0.99891,0.64384,0.94044,-0.01688,0.92183,0.56943,0.93512,0.01054,0.92075,0.64386,1.0932,0.262,0.60793,0.56521,1.10535,0.2373,0.63905,0.63965,1.11159,0.28371,0.4954,0.56957,1.12868,0.25431,0.39817,0.65123,1.16531,0.17982,0.42311,0.55121,1.17142,0.13027,0.43669
17457,0.61832,0.30651,-0.29939,0.99999,0.62565,0.28788,-0.28166,0.99998,0.63055,0.28862,-0.28175,0.99998,0.63397,0.28944,-0.28179,0.99998,0.61182,0.28685,-0.27991,0.99998,0.60776,0.287,-0.27991,0.99997,0.60345,0.28746,-0.27995,0.99997,0.64022,0.30168,-0.16596,0.99998,0.59913,0.2995,-0.16013,0.99997,0.6271,0.33161,-0.2569,0.99999,0.60938,0.33149,-0.25474,0.99999,0.675,0.43275,-0.10265,0.99998,0.56067,0.4188,-0.08399,0.99992,0.687,0.58451,-0.05939,0.99581,0.54141,0.58419,-0.04952,0.98885,0.67291,0.70375,-0.1869,0.99634,0.54575,0.71532,-0.15776,0.96672,0.66855,0.74953,-0.23417,0.991,0.54575,0.76587,-0.19571,0.93678,0.65889,0.73458,-0.26628,0.99158,0.55672,0.75968,-0.23188,0.94058,0.65767,0.71986,-0.20143,0.98932,0.55874,0.74607,-0.17466,0.93808,0.64349,0.73467,-0.00197,0.99888,0.57399,0.7311,0.00219,0.99894,0.64351,0.93925,-0.01384,0.92456,0.56455,0.93188,0.00779,0.92313,0.64396,1.08948,0.26549,0.61512,0.55686,1.10094,0.23703,0.64601,0.63982,1.10795,0.28736,0.49769,0.56058,1.12441,0.25353,0.40185,0.65124,1.16183,0.18406,0.42966,0.54371,1.16639,0.12692,0.4426
17489,0.61575,0.30653,-0.29885,0.99999,0.62269,0.28789,-0.2808,0.99998,0.62779,0.28862,-0.28088,0.99998,0.63185,0.28943,-0.28093,0.99998,0.60894,0.28693,-0.27908,0.99998,0.60483,0.28715,-0.27908,0.99997,0.60053,0.2877,-0.27912,0.99997,0.63724,0.30157,-0.16447,0.99997,0.5967,0.29973,-0.15844,0.99996,0.62501,0.33162,-0.25596,0.99999,0.6069,0.33156,-0.25415,0.99999,0.67352,0.43234,-0.10059,0.99998,0.55885,0.4186,-0.08048,0.99992,0.68557,0.58531,-0.05909,0.9959,0.54033,0.58407,-0.03475,0.98839,0.67134,0.70432,-0.19533,0.99626,0.54272,0.71671,-0.14456,0.96552,0.66658,0.75024,-0.24381,0.99082,0.54254,0.76723,-0.18273,0.93498,0.6559,0.73539,-0.27703,0.99142,0.55251,0.76115,-0.22044,0.93892,0.65462,0.72087,-0.21038,0.98909,0.5544,0.7473,-0.16209,0.93642,0.6427,0.7346,-0.0023,0.99887,0.57263,0.7308,0.00255,0.99893,0.64245,0.93937,-0.02499,0.926,0.55871,0.9322,-0.01675,0.92411,0.64437,1.09053,0.24577,0.6146,0.54542,1.1028,0.20974,0.63923,0.64135,1.10906,0.2669,0.49025,0.54752,1.12568,0.22738,0.39243,0.6508,1.16242,0.15999,0.4267,0.53649,1.16778,0.09974,0.43383
17521,0.6129,0.30674,-0.29758,0.99999,0.61988,0.28811,-0.28039,0.99998,0.62481,0.28885,-0.28049,0.99998,0.62933,0.2896,-0.28053,0.99998,0.60625,0.28717,-0.27784,0.99997,0.60182,0.28743,-0.27784,0.99997,0.59818,0.28796,-0.27788,0.99997,0.63437,0.30156,-0.16337,0.99997,0.59404,0.29974,-0.15611,0.99996,0.62162,0.33176,-0.25507,0.99999,0.6038,0.33166,-0.25213,0.99999,0.67081,0.4313,-0.09937,0.99998,0.556,0.41816,-0.07867,0.99992,0.68345,0.58509,-0.0587,0.99605,0.53909,0.58333,-0.03078,0.98808,0.6697,0.70463,-0.19427,0.99625,0.53992,0.71684,-0.13809,0.96482,0.66507,0.75049,-0.24277,0.99079,0.53864,0.7681,-0.17626,0.93397,0.65434,0.736,-0.27574,0.99137,0.54798,0.76255,-0.21551,0.93804,0.65305,0.72138,-0.20926,0.98902,0.5503,0.74845,-0.15633,0.93559,0.64082,0.73388,-0.00243,0.99889,0.57017,0.72981,0.00267,0.99894,0.64178,0.93923,-0.02277,0.92775,0.55322,0.9313,-0.01176,0.92551,0.646,1.09217,0.24354,0.61791,0.5385,1.10284,0.20988,0.63424,0.64398,1.11184,0.26296,0.48343,0.54038,1.12574,0.22726,0.38517,0.65108,1.1628,0.15474,0.42574,0.52959,1.16836,0.10053,0.42684
17553,0.60981,0.30674,-0.30573,0.99999,0.61666,0.28811,-0.28791,0.99998,0.62145,0.28889,-0.288,0.99998,0.62593,0.28964,-0.28804,0.99998,0.60297,0.28718,-0.28557,0.99998,0.59866,0.28745,-0.28556,0.99997,0.59561,0.28796,-0.2856,0.99997,0.63139,0.30155,-0.17039,0.99998,0.58994,0.29978,-0.16171,0.99996,0.61835,0.33178,-0.26225,0.99999,0.60079,0.33166,-0.25931,0.99999,0.66782,0.43092,-0.10056,0.99998,0.55199,0.41822,-0.08404,0.99992,0.68188,0.58568,-0.05847,0.99619,0.53503,0.58418,-0.03835,0.98818,0.66819,0.70541,-0.19732,0.99626,0.53677,0.72025,-0.15044,0.96507,0.66331,0.75101,-0.24707,0.99078,0.53524,0.77114,-0.18968,0.93439,0.65251,0.73657,-0.28091,0.99136,0.54467,0.76626,-0.22699,0.93846,0.65123,0.72204,-0.2128,0.98899,0.54709,0.75242,-0.16817,0.93605,0.63918,0.73369,-0.00234,0.99892,0.56835,0.72973,0.00259,0.99898,0.64113,0.93896,-0.01784,0.93027,0.54552,0.93136,-0.01267,0.92815,0.64619,1.09462,0.24702,0.62273,0.53182,1.10647,0.21268,0.63316,0.64409,1.11443,0.26773,0.47975,0.53356,1.12857,0.23006,0.37909,0.65137,1.1652,0.16474,0.42701,0.52384,1.17359,0.10257,0.42258
